stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1108,CENWBISN,Centinela Sb & Woodbine Ns,3400 S Centinela Ave & Woodbine St,34.0122707,-118.4401906,,,,
1109,CENPLMSN,Centinela Sb & Palms Ns,3500 S Centinela Ave & Palms Blvd,34.010708,-118.4390342,,,,
1110,CENCNKSN,Centinela Sb & Charnock Ns,3600 S Centinela Ave & Charnock Rd,34.0077821,-118.4368073,,,,
1111,WALGVWEN,Washington Blvd Eb & Grandview Ns,12100 Washington Blvd & Grand View Blvd,33.9971239,-118.4256925,,,,
1112,WALINGEN,Washington Blvd Eb & Inglewood Ns,12000 Washington Blvd & Inglewood Blvd,33.99748,-118.4224719,,,,
1113,INGLSESN,Inglewood Sb & Louise Ns,4300 Inglewood Blvd & Louise Ave,33.9966822,-118.4207767,,,,
1114,INGCULSN,Inglewood Sb & Culver Ns,4500 Inglewood Blvd & Culver Blvd,33.9949924,-118.4181878,,,,
1115,MNSMRNNN,Main Nb & Marine Ns,2900 Main St & Marine St,33.9979309,-118.4794421,,,,
1125,NLPOVLWF,National Place Wb & Overland Fs,10700 National Pl & Overland Ave,34.0308318,-118.416732,,,,
1126,004CVCSM,4Th Sb & Civic Center Mb,1700 4Th St & Civic Center,34.0109802,-118.4888677,,,,
1128,MNSCTYSM,Main Sb & City Hall Mb,1600 Main St,34.0113105,-118.4920169,,,,
1129,MNSCTYNM,Main Nb & City Hall Mb,1600 Main St & S Bundy Dr,34.0119076,-118.4925185,,,,
1131,CLLABKEF,California Eb & Abbot Kinney Fs,600 California Ave & Abbot Kinney Blvd,33.9909461,-118.4658024,,,,
1132,PNMAMOSN,Penmar Sb & Amoroso Ns,2000 Penmar Ave & Amoroso Pl,33.9986966,-118.4540729,,,,
1133,NATROBWF,National Wb & Robertson Fs,9000 National Blvd & Robertson Blvd,34.0313234,-118.3912288,,,,
1134,OVLPLMNF,Overland Nb & Palms Fs,3400 Overland Ave & Palms Blvd,34.0249572,-118.4116375,,,,
1136,CHUSNTNF,Church Nb & Sunset Fs,100 N Church Ln & W Sunset Blvd,34.0735071,-118.4683998,,,,
1138,LINLMUSF,Lincoln Sb & Lmu Dr Fs,7900 Lincoln Blvd & Lmu Dr,33.9652241,-118.4244522,,,,
1139,PCOSHRWN,Pico Wb & Sherbourne Ns,8600 W Pico Blvd & S Sherbourne Dr,34.054021,-118.3793673,,,,
1145,SNTMQPEF,Sunset Eb & Marquez Pl Fs,17100 W Sunset Blvd & Salerno Dr,34.041815,-118.5489521,,,,
1146,SNTMQPWN,Sunset Wb & Marquez Pl Ns,17100 W Sunset Blvd & Marquez Pl,34.0419203,-118.5490443,,,,
1147,ENTOCEEN,Entrada Eb & Ocean Ns,400 W Channel Rd & Entrada Dr,34.0307279,-118.5129321,,,,
1148,OVLNLPSF,Overland Sb & National Place Fs,3100 Overland Ave & National Pl,34.0305074,-118.4162041,,,,
1149,WWPJSENF,Westwood Plaza Nb & J Stein Eye Fs,100 Westwood Plaza & Ucla Medical Center,34.0654335,-118.4452312,,,,
1151,SVSANIEN,San Vicente Eb & Anita Ns,12500 W San Vicente Blvd & Anita Ave,34.0504443,-118.4807797,,,,
1152,MORSEPEF,Moraga Eb & Sepulveda Fs,800 Moraga Dr & N. Sepulveda Blvd.,34.0778116,-118.4690405,,,,
1156,PRL017WN,Pearl Wb & 17Th Ns,1700 Pearl St & 17Th St,34.0156736,-118.4692214,,,,
1164,ABKSCLWN,Abbot Kinney Wb & Santa Clara Ns,1200 Abbot Kinney Blvd & Santa Clara Ave,33.9912783,-118.4680856,,,,
1167,ARDCSTWN,Airdrome Wb & Crest Ns,9100 Airdrome St & S Crest Dr,34.0492115,-118.3873627,,,,
1186,LINPCOSF,Lincoln Sb & Pico Fs,1900 Lincoln Blvd & Pico Blvd,34.0120745,-118.482848,,,,
1187,LINMANSN,Lincoln Sb & Manchester Ns,8600 Lincoln Blvd & W Manchester Ave,33.960149,-118.4196873,,,,
1188,LINMANNF,Lincoln Nb & Manchester Fs,8600 Lincoln Blvd & W Manchester Ave,33.9604516,-118.4196598,,,,
1190,LAXB11,Lax Transit Center Bay 11,6111 W 96Th St & Jenny Ave,33.9491241,-118.3919264,,,,
1192,096AVTWN,96Th Wb & Alverstone Ns,6300 W 96Th St & Alverstone Ave,33.9487164,-118.3968865,,,,
1193,LAXB12,Lax Transit Center Bay 12,6111 W 96Th St & Unnamed St,33.9490648,-118.392147,,,,
1196,OPR014WF,Ocean Park Wb & 14Th Fs,1400 Ocean Park Blvd & 14Th St,34.0103316,-118.4705731,,,,
1197,GRA008SF,Grand Sb & 8Th Fs,800 S Grand Ave & W 8Th St,34.045651,-118.2582887,,,,
1198,GRAL09SF,Grand Sb & 9Th Fs,900 S Grand Ave & W 9Th St,34.0442678,-118.259673,,,,
1199,SMBSEPWF,Santa Monica Wb & Sepulveda Fs,11100 Santa Monica Blvd & S Sepulveda Blvd,34.04763,-118.4446801,,,,
1200,LINCLLNN,Lincoln Nb & California (Ven) Ns,1400 Lincoln Blvd & California Ave,33.9979466,-118.4606693,,,,
1201,LINBDYSN,Lincoln Sb & Broadway (Ven) Ns,900 Lincoln Blvd & Broadway,33.998346,-118.4618818,,,,
1217,007BWYSN,7Th Sb & Broadway Ns,1400 7Th St & Broadway,34.0174823,-118.490945,,,,
1221,SEPCNKSF,Sepulveda Sb & Charnock Fs,3600 S Sepulveda Blvd & Charnock Rd,34.0162152,-118.4199235,,,,
1224,VENGVWEF,Venice Eb & Grand View Fs,12100 Venice Blvd & Grand View Blvd,34.0049206,-118.4308694,,,,
1225,VENINGEN,Venice Eb & Inglewood Ns,12000 Venice Blvd & Inglewood Blvd,34.0060727,-118.4289786,,,,
1226,VENMCGEN,Venice Eb & Mc Laughlin Ns,11700 Venice Blvd & Mc Laughlin Ave,34.008451,-118.4246683,,,,
1227,VENMNVEN,Venice Eb & Minerva Ns,11400 Venice Blvd & Minerva Ave,34.0097157,-118.422402,,,,
1229,VENSAWWF,Venice Wb & Sawtelle Fs,11300 Venice Blvd & Sawtelle Blvd,34.0114601,-118.4200845,,,,
1230,VENBTLWF,Venice Wb & Butler Fs,11400 Venice Blvd & Butler Ave,34.0099138,-118.4228027,,,,
1231,VENMCGWF,Venice Wb & Mc Laughlin Fs,11700 Venice Blvd & Mc Laughlin Ave,34.0086485,-118.4249651,,,,
1232,VENINGWN,Venice Wb & Inglewood Ns,11900 Venice Blvd & Inglewood Blvd,34.0064343,-118.4289008,,,,
1233,VENGVWWF,Venice Wb & Grand View Fs,12200 Venice Blvd & Grand View Blvd,34.0048791,-118.4316744,,,,
1234,SMB017EF,Santa Monica Eb & 17Th Fs,1700 Santa Monica Blvd & 17Th St,34.0265098,-118.4825931,,,,
1235,GRAOLYSF,Grand Sb & Olympic Fs,1100 S Grand Ave & W Olympic Blvd,34.0428657,-118.2608811,,,,
1236,SMBVETWF,Santa Monica Wb & Veteran Fs,11000 Santa Monica Blvd & Veteran Ave,34.0488234,-118.4406746,,,,
1238,SMCBUNPL,Smc Bundy Campus Parking Lot,3200 Airport Ave & Donald Douglas Loop Sou,34.0152346,-118.4459872,,,,
1258,L07OLIWF,7Th Wb & Olive Fs,500 W 7Th St & S Olive St,34.0469026,-118.2557628,,,,
1260,L07HOPWF,7Th Wb & Hope Ns,600 W 7Th St & S Hope St,34.0481413,-118.2573423,,,,
1261,L07FIGWN,7Th Wb & Figueroa Ns,800 W 7Th St & S Figueroa St,34.0493739,-118.2596624,,,,
1262,WILHOPEN,Wilshire Eb & Hope Ns,700 Wilshire Blvd & S Flower St,34.0492986,-118.2571413,,,,
1263,WILGRAEN,Wilshire Eb & Grand Ns,600 Wilshire Blvd & S Grand Ave,34.0485079,-118.2561039,,,,
1265,NATROBEF,National Eb & Robertson Fs,9000 National Blvd & S Robertson Blvd,34.0307543,-118.3902943,,,,
1273,DDLSMONN,Donald Douglas Loop Nb & Airport Ns,3200 Donald Douglas Loop South & Airport Ave,34.0150601,-118.4471245,,,,
1275,ABKCDZEN,Abbot Kinney Eb & Cadiz Court Ns,1200 Abbot Kinney Blvd & Cadiz Ct,33.9911833,-118.4682018,,,,
1278,PCOSTWWF,Pico Wb & Stewart Fs,2700 Pico Blvd & Stewart St,34.0240546,-118.4610943,,,,
1279,LINBLFNF,Lincoln Nb & Bluff Creek Fs,7900 Lincoln Blvd & W Jefferson Blvd,33.9680181,-118.4275484,,,,
1280,LINBLFSF,Lincoln Sb & Bluff Creek Fs,7900 Lincoln Blvd & Hughes Way,33.9672049,-118.4275282,,,,
1281,CNKMDVWN,Charnock Wb & Midvale Ns,10869 Charnock Rd & Midvale Ave,34.0204656,-118.4138656,,,,
1282,MANSEPEN,Manchester Eb & Sepulveda Ns,6400 W Manchester Ave & Sepulveda Blvd,33.9597457,-118.396618,,,,
1286,ARP098SF,Airport Sb & 98Th Fs,9800 Airport Blvd & W 98Th St,33.9470354,-118.3861461,,,,
1287,006SMBSF,6Th Sb & Santa Monica Fs,1414 6Th St & Santa Monica Blvd,34.017775,-118.4931486,,,,
1288,LINJEFSF,Lincoln Sb & Jefferson Fs,6008 Unit Blvd & W Jefferson Blvd,33.9715259,-118.4301408,,,,
1290,BUNOLYSF,Bundy Sb & Olympic Fs,2108 S Bundy Dr & W Olympic Blvd,34.0321479,-118.4535783,,,,
1291,026SVSSM,26Th & San Vicente Mb,232 26Th St,34.0476812,-118.4912331,,,,
1300,CLLFREWF,California Wb & Frederick Fs,1091 California Ave & Frederick St,33.9988549,-118.4606584,,,,
1301,WESWILNF,Western Nb Wilshire Fs,646 S Western Ave & Wilshire Blvd,34.0624058,-118.3088949,,,,
1302,WILWESWF,Wilshire Wb Western Fs,3807 Wilshire Blvd & S Western Ave,34.0618452,-118.3095323,,,,
1305,MNSMKTNN,Main Nb & Market Ns,1513 Main St & Market St,33.9886584,-118.4713588,,,,
1307,WWOPCONF,Westwood Nb & Pico Fs,2399 Westwood Blvd & W Pico Blvd,34.040398,-118.4287021,,,,
1308,PCOSVSEF,Pico Eb & San Vicente Fs,4700 W Pico Blvd & S Hudson Ave,34.0484778,-118.3384541,,,,
1309,PCOMLNWN,Pico Wb & Mullen Ns,4579 W Pico Blvd & S Mullen Ave,34.0487931,-118.3355613,,,,
1310,CREPCONF,Crenshaw Nb & Pico Fs,1262 Crenshaw Blvd & W Pico Blvd,34.0480647,-118.3265023,,,,
1311,CREOLYNN,Crenshaw Nb & Olympic Ns,1020 Crenshaw Blvd & W Olympic Blvd,34.054344,-118.323064,,,,
1312,WILCREEF,Wilshire Eb & Crenshaw Fs,4188 Wilshire Blvd & Crenshaw Blvd,34.0616483,-118.318635,,,,
1313,CREWILSF,Crenshaw Sb & Wilshire Fs,673 Crenshaw Blvd & Wilshire Blvd,34.0613236,-118.3194227,,,,
1314,CREOLYSF,Crenshaw Sb & Olympic Fs,1023 Crenshaw Blvd & W Olympic Blvd,34.0543745,-118.3232637,,,,
1315,PCOCREWF,Pico Wb & Crenshaw Fs,4207 W Pico Blvd & Crenshaw Blvd,34.0479448,-118.3270919,,,,
1317,MNLALANN,Main (La) Nb & Alameda Ns,N Main St & N Alameda St,34.0588161,-118.2372866,,,,
1318,NATVENEF,National Eb & Venice Fs,8882 National Blvd & Venice Blvd,34.029114,-118.3879526,,,,
1319,ROBVENNN,Robertson Bl Nb & Venice Bl Ns,3700 Robertson Blvd & Washington Blvd,34.0266186,-118.3901293,,,,
1322,VENROBEN,Venice Eb & Robertson Ns,9018 Venice Blvd & S Robertson Blvd,34.0278993,-118.3906158,,,,
1323,004CV3NN,4Th Nb & Civic Ctr Ns 3,1717 4Th St & Olympic Blvd,34.011378,-118.489105,,,,
1325,SVSMONEN,San Vicente Eb & Montana Ns,11900 W San Vicente Blvd & Montana Ave,34.0525496,-118.4704375,,,,
1327,CYGATERM,Charles E Young Term A,602 Charles E Young Dr & Westholme Ave,34.0689551,-118.4403651,,,,
1328,CYGBTERM,Charles E Young Term B,602 Charles E Young Dr & Manning Dr,34.0682928,-118.4403181,,,,
1329,WILBSLWF,Wilshire Wb & Bonsall Fs,11300 Wilshire Blvd & Bonsall Ave,34.054763,-118.45524,,,,
1330,PCOGTYEN,PICO EB & GATEWAY NS,11510 W PICO BLVD & GATEWAY BLVD,34.033584,-118.442017,,,,
1333,BWY011EN,BROADWAY EB & 11TH NS,1032 BROADWAY & 11TH ST,34.020347,-118.486935,,,,
1334,BWYLINEN,BROADWAY EB & LINCOLN NS,710 BROADWAY & LINCOLN BLVD,34.018007,-118.48982,,,,
1335,BWY014EN,BROADWAY EB & 14TH NS,1320 BROADWAY & 14TH ST,34.022607,-118.484137,,,,
1336,BWY017EF,BROADWAY EB & 17TH FS,1700 BROADWAY & 17TH ST,34.025063,-118.48111,,,,
1337,BWY020EN,BROADWAY EB & 20TH NS,1958 BROADWAY & 20TH ST,34.027206,-118.478464,,,,
1338,BWY020WF,BROADWAY WB & 20TH FS,1955 BROADWAY & 20TH ST,34.027331,-118.478617,,,,
1339,BWY017WN,BROADWAY WB & 17TH NS,1701 BROADWAY & 17TH ST,34.025188,-118.481263,,,,
1340,BWY014WN,BROADWAY WB & 14TH NS,1453 BROADWAY & 14TH ST,34.022884,-118.484105,,,,
1341,BWY011WF,BROADWAY WB & 11TH FS,1027 BROADWAY & 11TH ST,34.020445,-118.48711,,,,
1342,BWYLINWN,BROADWAY WB & LINCOLN NS,809 BROADWAY & LINCOLN BLVD,34.018284,-118.489777,,,,
1343,OPRBUNEF,OCEAN PARK EB & BUNDY FS,12010 OCEAN PARK BLVD & S BUNDY DR,34.02463,-118.446124,,,,
